store_name,order_local_timezone,order_referenceid,finished_order_status,delivery_type,order_create_date,order_create_datetime,order_accepted_datetime,order_marked_ready_for_pickup,courier_arrive_datetime,courier_pickup_datetime,order_delivered_datetime,reject_reason,order_total_gross,order_total_net
Tibi Foods - VI,Africa/Lagos,2127781,success,delivery,23/08/11,23/11/10 13:24,23/11/10 13:25,23/11/10 13:41,23/11/10 14:00,23/11/10 14:11,23/11/10 14:16,,4200,4200
Tibi Foods - VI,Africa/Lagos,2129757,success,delivery,23/08/11,23/11/10 14:41,23/11/10 14:43,23/11/10 14:59,23/11/10 15:09,23/11/10 15:10,23/11/10 15:27,,10000,10000
Tibi Foods - VI,Africa/Lagos,2130374,success,delivery,23/08/11,23/11/10 15:07,23/11/10 15:09,23/11/10 15:26,23/11/10 15:37,23/11/10 15:41,23/11/10 15:46,,3700,3700
Tibi Foods - VI,Africa/Lagos,2140145,success,delivery,23/08/11,23/11/11 12:22,23/11/11 12:33,23/11/11 12:40,23/11/11 12:45,23/11/11 13:07,23/11/11 13:22,,13500,13500
Tibi Foods - VI,Africa/Lagos,2143804,success,delivery,23/08/11,23/11/11 15:15,23/11/11 15:17,23/11/11 15:25,23/11/11 15:30,23/11/11 15:31,23/11/11 15:46,,7000,7000
Tibi Foods - VI,Africa/Lagos,2158039,success,delivery,23/08/11,23/11/12 15:44,23/11/12 15:49,23/11/12 16:05,23/11/12 16:19,23/11/12 16:31,23/11/12 16:43,,6500,6500
Tibi Foods - VI,Africa/Lagos,2159294,success,delivery,23/08/11,23/11/12 16:07,23/11/12 16:09,23/11/12 16:43,23/11/12 16:14,23/11/12 16:26,,,5700,5700
Tibi Foods - VI,Africa/Lagos,2167817,success,delivery,23/08/11,23/11/12 19:57,23/11/12 19:58,23/11/12 20:10,23/11/12 20:15,23/11/12 20:29,23/11/12 20:29,,5500,5500
Tibi Foods - VI,Africa/Lagos,2168938,success,delivery,23/08/11,23/11/13 10:07,23/11/13 10:09,23/11/13 10:18,23/11/13 10:17,23/11/13 10:24,23/11/13 10:45,,5000,5000
Tibi Foods - VI,Africa/Lagos,2169911,success,delivery,23/08/11,23/11/13 11:07,23/11/13 11:08,,23/11/13 11:14,23/11/13 11:19,23/11/13 11:37,,5500,5500
Tibi Foods - VI,Africa/Lagos,2171255,success,delivery,23/08/11,23/11/13 12:14,23/11/13 12:17,23/11/13 12:25,23/11/13 12:27,23/11/13 12:28,23/11/13 12:36,,3500,3500
Tibi Foods - VI,Africa/Lagos,2174097,success,delivery,23/08/10,23/11/13 14:18,23/11/13 14:20,,23/11/13 14:32,23/11/13 14:35,23/11/13 14:51,,3500,3500
Tibi Foods - VI,Africa/Lagos,2174357,success,delivery,23/08/10,23/11/13 14:30,23/11/13 14:32,23/11/13 14:50,23/11/13 15:00,23/11/13 15:00,23/11/13 15:13,,6300,6300
Tibi Foods - VI,Africa/Lagos,2175526,success,delivery,23/08/10,23/11/13 15:27,23/11/13 15:29,,23/11/13 15:32,23/11/13 15:41,23/11/13 15:49,,4500,4500
Tibi Foods - VI,Africa/Lagos,2176180,success,delivery,23/08/10,23/11/13 16:00,23/11/13 16:02,,23/11/13 16:16,23/11/13 16:41,23/11/13 16:57,,8200,8200
Tibi Foods - VI,Africa/Lagos,2176858,success,delivery,23/08/10,23/11/13 16:38,23/11/13 16:39,23/11/13 16:56,23/11/13 16:57,23/11/13 17:07,23/11/13 17:28,,4500,4500
Tibi Foods - VI,Africa/Lagos,2179532,success,delivery,23/08/10,23/11/13 19:29,23/11/13 19:30,,23/11/13 19:36,23/11/13 19:41,23/11/13 20:06,,4200,4200
Tibi Foods - VI,Africa/Lagos,2181278,success,delivery,23/08/10,23/11/14 9:49,23/11/14 9:52,23/11/14 9:56,23/11/14 10:20,23/11/14 10:22,23/11/14 10:53,,4400,4400
Tibi Foods - VI,Africa/Lagos,2183798,success,delivery,23/08/10,23/11/14 11:16,23/11/14 11:17,23/11/14 11:35,23/11/14 11:47,23/11/14 11:48,23/11/14 12:10,,3700,3700
Tibi Foods - VI,Africa/Lagos,2190222,success,delivery,23/08/10,23/11/14 14:52,23/11/14 14:55,23/11/14 15:10,23/11/14 15:10,23/11/14 15:23,23/11/14 15:31,,2700,2700
Tibi Foods - VI,Africa/Lagos,2194214,success,delivery,23/08/10,23/11/14 18:40,23/11/14 18:41,,23/11/14 18:49,23/11/14 19:07,23/11/14 19:13,,4500,4500
Tibi Foods - VI,Africa/Lagos,2196041,success,delivery,23/08/10,23/11/15 9:07,23/11/15 9:11,23/11/15 9:29,23/11/15 9:37,23/11/15 9:42,23/11/15 9:58,,7000,7000
Tibi Foods - VI,Africa/Lagos,2199617,success,delivery,23/08/10,23/11/15 12:29,23/11/15 12:32,23/11/15 12:50,23/11/15 13:00,23/11/15 13:07,23/11/15 13:33,,6000,6000
Tibi Foods - VI,Africa/Lagos,2199964,success,delivery,23/08/10,23/11/15 12:47,23/11/15 12:48,23/11/15 13:00,23/11/15 13:19,23/11/15 13:30,23/11/15 13:50,,3700,3700
Tibi Foods - VI,Africa/Lagos,2200099,success,delivery,23/08/10,23/11/15 12:54,23/11/15 12:55,23/11/15 13:00,23/11/15 13:09,23/11/15 13:18,23/11/15 13:28,,4000,4000
Tibi Foods - VI,Africa/Lagos,2204205,success,delivery,23/08/10,23/11/15 15:43,23/11/15 15:44,23/11/15 16:02,23/11/15 16:09,23/11/15 16:13,23/11/15 16:36,,4500,4500
Tibi Foods - VI,Africa/Lagos,2206829,success,delivery,23/08/10,23/11/15 18:08,23/11/15 18:12,,23/11/15 18:23,23/11/15 18:26,23/11/15 18:45,,5200,5200
Tibi Foods - VI,Africa/Lagos,2210136,success,delivery,23/08/10,23/11/16 9:55,23/11/16 9:56,23/11/16 10:06,23/11/16 10:07,23/11/16 10:27,23/11/16 10:38,,7300,7300
Tibi Foods - VI,Africa/Lagos,2210594,success,delivery,23/08/10,23/11/16 10:24,23/11/16 10:24,23/11/16 10:40,23/11/16 10:52,23/11/16 10:54,23/11/16 11:13,,14400,14400
Tibi Foods - VI,Africa/Lagos,2215673,success,delivery,23/08/10,23/11/16 14:04,23/11/16 14:05,,23/11/16 14:06,23/11/16 14:19,23/11/16 14:25,,3500,3500
Tibi Foods - VI,Africa/Lagos,2221607,success,delivery,23/08/09,23/11/16 19:10,23/11/16 19:11,,23/11/16 19:13,23/11/16 19:31,23/11/16 19:57,,20600,20600
Tibi Foods - VI,Africa/Lagos,2222237,success,delivery,23/08/09,23/11/16 19:49,23/11/16 19:51,23/11/16 20:09,23/11/16 20:03,23/11/16 20:10,23/11/16 20:23,,17100,17100
Tibi Foods - VI,Africa/Lagos,2225958,success,delivery,23/08/09,23/11/17 11:36,23/11/17 11:40,23/11/17 11:56,23/11/17 12:06,23/11/17 12:30,23/11/17 12:50,,5500,5500
Tibi Foods - VI,Africa/Lagos,2226039,success,delivery,23/08/09,23/11/17 11:39,23/11/17 11:41,,23/11/17 11:58,23/11/17 12:23,23/11/17 12:28,,5200,5200
Tibi Foods - VI,Africa/Lagos,2228104,success,delivery,23/08/09,23/11/17 13:01,23/11/17 13:03,,23/11/17 13:10,23/11/17 13:21,23/11/17 13:25,,2700,2700
Tibi Foods - VI,Africa/Lagos,2228331,success,delivery,23/08/09,23/11/17 13:10,23/11/17 13:12,23/11/17 13:22,23/11/17 13:31,23/11/17 13:32,23/11/17 13:51,,3500,3500
Tibi Foods - VI,Africa/Lagos,2228577,success,delivery,23/08/09,23/11/17 13:21,23/11/17 13:23,,23/11/17 13:33,23/11/17 13:40,23/11/17 13:56,,3500,3500
Tibi Foods - VI,Africa/Lagos,2232933,success,delivery,23/08/09,23/11/17 16:36,23/11/17 16:39,23/11/17 16:56,23/11/17 16:43,23/11/17 16:59,23/11/17 17:15,,4500,4500
Tibi Foods - VI,Africa/Lagos,2233646,success,delivery,23/08/09,23/11/17 17:18,23/11/17 17:21,23/11/17 17:38,23/11/17 17:41,23/11/17 17:45,23/11/17 17:48,,5200,5200
Tibi Foods - VI,Africa/Lagos,2234142,success,delivery,23/08/09,23/11/17 17:49,23/11/17 17:52,23/11/17 18:06,23/11/17 17:53,23/11/17 18:48,23/11/17 19:06,,6500,6500
Tibi Foods - VI,Africa/Lagos,2238128,success,delivery,23/08/09,23/11/18 10:19,23/11/18 10:23,23/11/18 10:43,23/11/18 10:26,23/11/18 10:50,23/11/18 11:02,,6700,6700
Tibi Foods - VI,Africa/Lagos,2246658,success,delivery,23/08/09,23/11/18 17:32,23/11/18 17:36,23/11/18 17:47,23/11/18 17:49,23/11/18 17:57,23/11/18 18:08,,5200,5200
Tibi Foods - VI,Africa/Lagos,2264208,success,delivery,23/08/09,23/11/20 12:19,23/11/20 12:22,,23/11/20 12:31,23/11/20 12:35,23/11/20 12:43,,3500,3500
Tibi Foods - VI,Africa/Lagos,2264851,success,delivery,23/08/09,23/11/20 12:48,23/11/20 12:53,23/11/20 13:11,23/11/20 13:11,23/11/20 13:30,23/11/20 13:37,,8000,8000
Tibi Foods - VI,Africa/Lagos,2268004,success,delivery,23/08/09,23/11/20 15:13,23/11/20 15:14,23/11/20 15:21,23/11/20 15:23,23/11/20 15:45,23/11/20 16:00,,2700,2700
Tibi Foods - VI,Africa/Lagos,2274488,success,delivery,23/08/09,23/11/21 10:22,23/11/21 10:23,23/11/21 10:41,23/11/21 10:46,23/11/21 11:07,23/11/21 11:16,,9000,9000
Tibi Foods - VI,Africa/Lagos,2277471,success,delivery,23/08/09,23/11/21 12:37,23/11/21 12:39,23/11/21 12:55,23/11/21 13:13,23/11/21 13:28,23/11/21 14:05,,2700,2700
Tibi Foods - VI,Africa/Lagos,2286544,success,delivery,23/08/09,23/11/22 9:16,23/11/22 9:19,23/11/22 9:35,23/11/22 9:41,23/11/22 9:52,23/11/22 10:05,,3500,3500
Tibi Foods - VI,Africa/Lagos,2287086,success,delivery,23/08/09,23/11/22 9:59,23/11/22 10:00,23/11/22 10:03,23/11/22 10:14,23/11/22 10:16,23/11/22 10:37,,3700,3700
Tibi Foods - VI,Africa/Lagos,2288856,success,delivery,23/08/08,23/11/22 11:38,23/11/22 11:40,23/11/22 11:52,23/11/22 11:54,23/11/22 12:18,23/11/22 12:40,,3700,3700
Tibi Foods - VI,Africa/Lagos,2293242,success,delivery,23/08/08,23/11/22 14:45,23/11/22 14:46,23/11/22 14:53,23/11/22 15:05,23/11/22 15:07,23/11/22 15:28,,5400,5400
Tibi Foods - VI,Africa/Lagos,2294156,success,delivery,23/08/08,23/11/22 15:31,23/11/22 15:31,,23/11/22 15:44,23/11/22 16:08,23/11/22 16:45,,6000,6000
Tibi Foods - VI,Africa/Lagos,2296925,success,delivery,23/08/08,23/11/22 17:54,23/11/22 17:57,23/11/22 18:11,23/11/22 18:22,23/11/22 18:29,23/11/22 18:53,,10400,10400
Tibi Foods - VI,Africa/Lagos,2300593,success,delivery,23/08/08,23/11/23 10:00,23/11/23 10:02,23/11/23 10:07,23/11/23 10:06,23/11/23 10:19,23/11/23 10:29,,3700,3700
Tibi Foods - VI,Africa/Lagos,2300711,success,delivery,23/08/08,23/11/23 10:09,23/11/23 10:09,23/11/23 10:18,23/11/23 10:18,23/11/23 10:25,23/11/23 10:40,,6800,6800
Tibi Foods - VI,Africa/Lagos,2301311,success,delivery,23/08/08,23/11/23 10:41,23/11/23 10:42,,23/11/23 10:45,23/11/23 10:55,23/11/23 11:07,,5500,5500
Tibi Foods - VI,Africa/Lagos,2314841,success,delivery,23/08/08,23/11/24 10:44,23/11/24 10:45,23/11/24 10:57,23/11/24 11:00,23/11/24 11:06,23/11/24 11:16,,8300,8300
Tibi Foods - VI,Africa/Lagos,2342357,success,delivery,23/08/08,23/11/26 10:52,23/11/26 10:57,23/11/26 11:16,23/11/26 11:24,23/11/26 11:31,23/11/26 12:07,,6300,6300
Tibi Foods - VI,Africa/Lagos,2348707,success,delivery,23/08/08,23/11/26 16:56,23/11/26 17:04,23/11/26 17:20,23/11/26 17:29,23/11/26 17:30,23/11/26 17:42,,11100,11100
Tibi Foods - VI,Africa/Lagos,2351221,success,delivery,23/08/08,23/11/26 19:32,23/11/26 19:35,23/11/26 19:53,23/11/26 20:03,23/11/26 20:21,23/11/26 20:41,,7900,7900
Tibi Foods - VI,Africa/Lagos,2353401,success,delivery,23/08/08,23/11/27 11:02,23/11/27 11:05,23/11/27 11:23,23/11/27 11:29,23/11/27 11:37,23/11/27 11:48,,3700,3700
Tibi Foods - VI,Africa/Lagos,2356943,success,delivery,23/08/08,23/11/27 13:36,23/11/27 13:42,23/11/27 13:59,23/11/27 14:20,23/11/27 14:22,23/11/27 14:33,,3500,3500
Tibi Foods - VI,Africa/Lagos,2361410,success,delivery,23/08/08,23/11/27 17:10,23/11/27 17:14,23/11/27 17:20,23/11/27 17:37,23/11/27 17:37,23/11/27 18:11,,2700,2700
Tibi Foods - VI,Africa/Lagos,2366765,success,delivery,23/08/08,23/11/28 11:00,23/11/28 11:06,23/11/28 11:23,23/11/28 11:24,23/11/28 11:31,23/11/28 11:44,,3500,3500
Tibi Foods - VI,Africa/Lagos,2367818,success,delivery,23/08/08,23/11/28 11:47,23/11/28 11:49,23/11/28 12:05,23/11/28 12:41,23/11/28 12:45,23/11/28 13:04,,2700,2700
Tibi Foods - VI,Africa/Lagos,2377316,success,delivery,23/08/08,23/11/28 19:22,23/11/28 19:24,23/11/28 19:41,23/11/28 19:50,23/11/28 19:52,23/11/28 19:59,,5400,5400
Tibi Foods - VI,Africa/Lagos,2383860,success,delivery,23/08/08,23/11/29 13:04,23/11/29 13:10,23/11/29 13:22,23/11/29 13:35,23/11/29 13:35,23/11/29 13:47,,5500,5500
Tibi Foods - VI,Africa/Lagos,2387526,success,delivery,23/08/08,23/11/29 15:34,23/11/29 15:49,23/11/29 16:04,23/11/29 16:15,23/11/29 16:19,23/11/29 16:43,,4500,4500
Tibi Foods - VI,Africa/Lagos,2387911,success,delivery,23/08/08,23/11/29 15:53,23/11/29 16:02,23/11/29 16:17,23/11/29 16:29,23/11/29 16:32,23/11/29 16:57,,6500,6500
Tibi Foods - VI,Africa/Lagos,2389606,success,delivery,23/08/08,23/11/29 17:31,23/11/29 17:37,23/11/29 17:45,23/11/29 17:49,23/11/29 17:54,23/11/29 18:25,,3700,3700
Tibi Foods - VI,Africa/Lagos,2390360,success,delivery,23/08/08,23/11/29 18:16,23/11/29 18:20,23/11/29 18:37,23/11/29 18:56,23/11/29 18:57,23/11/29 19:11,,6300,6300
Tibi Foods - VI,Africa/Lagos,2390609,success,delivery,23/08/08,23/11/29 18:30,23/11/29 18:34,23/11/29 18:53,23/11/29 19:04,23/11/29 19:16,23/11/29 19:56,,4700,4700
Tibi Foods - VI,Africa/Lagos,2391663,success,delivery,23/08/08,23/11/29 19:34,23/11/29 19:39,,23/11/29 19:57,23/11/29 20:01,23/11/29 20:17,,4700,4700
Tibi Foods - VI,Africa/Lagos,2400643,success,delivery,23/08/07,23/11/30 14:48,23/11/30 14:52,23/11/30 15:08,23/11/30 15:15,23/11/30 15:16,23/11/30 15:51,,3500,3500
Tibi Foods - VI,Africa/Lagos,2404130,success,delivery,23/08/07,23/11/30 17:54,23/11/30 17:55,,23/11/30 18:08,23/11/30 18:10,23/11/30 18:29,,5000,5000
Tibi Foods - VI,Africa/Lagos,2408686,success,delivery,23/08/07,23/12/01 10:32,23/12/01 10:39,23/12/01 10:56,23/12/01 11:01,23/12/01 11:16,23/12/01 11:31,,6500,6500
Tibi Foods - VI,Africa/Lagos,2409512,success,delivery,23/08/07,23/12/01 11:32,23/12/01 11:35,,23/12/01 11:42,23/12/01 11:43,23/12/01 11:58,,2500,2500
Tibi Foods - VI,Africa/Lagos,2410475,success,delivery,23/08/07,23/12/01 12:02,23/12/01 12:04,,23/12/01 12:23,23/12/01 12:26,23/12/01 12:46,,4000,4000
Tibi Foods - VI,Africa/Lagos,2415436,success,delivery,23/08/07,23/12/01 14:40,23/12/01 14:42,23/12/01 14:59,23/12/01 15:12,23/12/01 15:15,23/12/01 15:24,,3700,3700
Tibi Foods - VI,Africa/Lagos,2417002,success,delivery,23/08/07,23/12/01 15:37,23/12/01 15:40,23/12/01 15:56,23/12/01 16:05,23/12/01 16:30,23/12/01 16:35,,4700,4700
Tibi Foods - VI,Africa/Lagos,2419888,success,delivery,23/08/07,23/12/01 17:58,23/12/01 18:00,23/12/01 18:17,23/12/01 18:22,23/12/01 18:46,23/12/01 19:00,,11800,11800
Tibi Foods - VI,Africa/Lagos,2420188,success,delivery,23/08/07,23/12/01 18:12,23/12/01 18:14,23/12/01 18:32,23/12/01 18:40,23/12/01 18:43,23/12/01 19:01,,6000,6000
Tibi Foods - VI,Africa/Lagos,2428910,success,delivery,23/08/07,23/12/02 13:47,23/12/02 13:48,,23/12/02 14:04,23/12/02 14:12,23/12/02 14:26,,6500,6500
Tibi Foods - VI,Africa/Lagos,2432294,success,delivery,23/08/07,23/12/02 16:14,23/12/02 16:14,23/12/02 16:22,23/12/02 16:35,23/12/02 16:43,23/12/02 17:05,,3500,3500
Tibi Foods - VI,Africa/Lagos,2450245,success,delivery,23/08/07,23/12/04 10:01,23/12/04 10:06,23/12/04 10:23,23/12/04 10:32,23/12/04 11:02,23/12/04 11:13,,8000,8000
Tibi Foods - VI,Africa/Lagos,2451064,success,delivery,23/08/07,23/12/04 10:49,23/12/04 10:50,23/12/04 11:08,23/12/04 11:34,23/12/04 12:03,23/12/04 12:07,,7800,7800
Tibi Foods - VI,Africa/Lagos,2452767,success,delivery,23/08/07,23/12/04 12:08,23/12/04 12:13,23/12/04 12:29,23/12/04 12:32,23/12/04 12:40,23/12/04 12:52,,4400,4400
Tibi Foods - VI,Africa/Lagos,2466004,success,delivery,23/08/07,23/12/05 10:58,23/12/05 11:04,23/12/05 11:20,23/12/05 11:26,23/12/05 11:32,23/12/05 11:42,,2700,2700
Tibi Foods - VI,Africa/Lagos,2466931,success,delivery,23/08/07,23/12/05 11:35,23/12/05 11:37,23/12/05 11:55,23/12/05 11:55,23/12/05 12:07,23/12/05 12:22,,3500,3500
Tibi Foods - VI,Africa/Lagos,2468286,success,delivery,23/08/07,23/12/05 12:25,23/12/05 12:28,23/12/05 12:40,23/12/05 12:46,23/12/05 13:05,23/12/05 13:12,,4200,4200
Tibi Foods - VI,Africa/Lagos,2470805,success,delivery,23/08/07,23/12/05 13:54,23/12/05 14:02,23/12/05 14:20,23/12/05 14:47,23/12/05 14:47,23/12/05 15:00,,7000,7000
Tibi Foods - VI,Africa/Lagos,2477434,success,delivery,23/08/07,23/12/05 18:55,23/12/05 18:58,23/12/05 19:14,23/12/05 19:22,23/12/05 19:28,23/12/05 19:32,,3500,3500
Tibi Foods - VI,Africa/Lagos,2480753,success,delivery,23/08/07,23/12/06 10:26,23/12/06 10:27,23/12/06 10:32,23/12/06 10:39,23/12/06 11:09,23/12/06 11:27,,3700,3700
Tibi Foods - VI,Africa/Lagos,2482557,success,delivery,23/08/07,23/12/06 11:45,23/12/06 11:47,,23/12/06 11:59,23/12/06 12:01,23/12/06 12:24,,5000,5000
Tibi Foods - VI,Africa/Lagos,2484650,success,delivery,23/08/07,23/12/06 13:00,23/12/06 13:02,23/12/06 13:22,23/12/06 13:20,23/12/06 14:41,23/12/06 14:57,,6200,6200
Tibi Foods - VI,Africa/Lagos,2487488,success,delivery,23/08/06,23/12/06 14:41,23/12/06 14:42,,23/12/06 14:45,23/12/06 14:52,23/12/06 15:07,,3700,3700
Tibi Foods - VI,Africa/Lagos,2491639,success,delivery,23/08/06,23/12/06 17:51,23/12/06 17:53,23/12/06 18:03,23/12/06 18:10,23/12/06 18:13,23/12/06 18:30,,5000,5000
Tibi Foods - VI,Africa/Lagos,2492620,success,delivery,23/08/06,23/12/06 18:44,23/12/06 18:49,23/12/06 19:05,23/12/06 19:19,23/12/06 19:25,23/12/06 19:57,,5500,5500
Tibi Foods - VI,Africa/Lagos,2495450,success,delivery,23/08/06,23/12/07 9:31,23/12/07 9:36,23/12/07 9:53,23/12/07 9:53,23/12/07 10:07,23/12/07 10:31,,12800,12800
Tibi Foods - VI,Africa/Lagos,2495509,success,delivery,23/08/06,23/12/07 9:34,23/12/07 9:37,,23/12/07 9:55,23/12/07 10:14,23/12/07 10:35,,5000,5000
Tibi Foods - VI,Africa/Lagos,2498891,success,delivery,23/08/06,23/12/07 12:08,23/12/07 12:12,23/12/07 12:22,23/12/07 12:34,23/12/07 12:41,23/12/07 12:50,,2700,2700
Tibi Foods - VI,Africa/Lagos,2499922,success,delivery,23/08/06,23/12/07 12:42,23/12/07 12:46,,23/12/07 13:01,23/12/07 13:01,23/12/07 13:25,,5000,5000
Tibi Foods - VI,Africa/Lagos,2513859,success,delivery,23/08/06,23/12/08 11:52,23/12/08 11:55,23/12/08 12:11,23/12/08 12:20,23/12/08 12:21,23/12/08 13:07,,3700,3700
Tibi Foods - VI,Africa/Lagos,2515844,success,delivery,23/08/06,23/12/08 12:51,23/12/08 12:55,23/12/08 13:11,23/12/08 13:34,23/12/08 13:42,23/12/08 14:03,,8000,8000
Tibi Foods - VI,Africa/Lagos,2516833,success,delivery,23/08/06,23/12/08 13:23,23/12/08 13:24,,23/12/08 13:36,23/12/08 13:56,23/12/08 14:02,,9000,9000
Tibi Foods - VI,Africa/Lagos,2518416,success,delivery,23/08/06,23/12/08 14:12,23/12/08 14:13,23/12/08 14:31,23/12/08 14:32,23/12/08 14:53,23/12/08 15:44,,2700,2700
Tibi Foods - VI,Africa/Lagos,2531745,success,delivery,23/08/06,23/12/09 12:37,23/12/09 12:43,23/12/09 13:11,23/12/09 13:24,23/12/09 13:30,23/12/09 13:40,,12000,12000
Tibi Foods - VI,Africa/Lagos,2532103,success,delivery,23/08/06,23/12/09 12:51,23/12/09 12:52,,23/12/09 13:08,23/12/09 13:27,23/12/09 13:51,,5200,5200
Tibi Foods - VI,Africa/Lagos,2538488,success,delivery,23/08/06,23/12/09 17:08,23/12/09 17:15,23/12/09 17:41,23/12/09 17:54,23/12/09 18:03,23/12/09 18:43,,6000,6000
Tibi Foods - VI,Africa/Lagos,2540131,success,delivery,23/08/06,23/12/09 18:29,23/12/09 18:31,23/12/09 18:34,23/12/09 18:37,23/12/09 18:40,23/12/09 18:44,,4500,4500
Tibi Foods - VI,Africa/Lagos,2540965,success,delivery,23/08/06,23/12/09 19:13,23/12/09 19:14,23/12/09 19:21,23/12/09 19:26,23/12/09 19:50,23/12/09 20:06,,4500,4500
Tibi Foods - VI,Africa/Lagos,2543682,success,delivery,23/08/06,23/12/10 10:20,23/12/10 10:22,23/12/10 10:45,23/12/10 10:32,23/12/10 10:53,23/12/10 11:15,,10000,10000
Tibi Foods - VI,Africa/Lagos,2545881,success,delivery,23/08/06,23/12/10 12:24,23/12/10 12:28,23/12/10 12:42,23/12/10 13:10,23/12/10 13:18,23/12/10 14:03,,6200,6200
Tibi Foods - VI,Africa/Lagos,2562034,success,delivery,23/08/06,23/12/11 14:24,23/12/11 14:28,23/12/11 14:36,23/12/11 14:54,23/12/11 15:10,23/12/11 15:28,,13500,13500
Tibi Foods - VI,Africa/Lagos,2567540,success,delivery,23/08/06,23/12/11 18:58,23/12/11 18:59,23/12/11 19:07,23/12/11 19:23,23/12/11 19:23,23/12/11 19:40,,7000,7000
Tibi Foods - VI,Africa/Lagos,2570191,success,delivery,23/08/06,23/12/12 9:44,23/12/12 9:50,,23/12/12 10:12,23/12/12 10:15,23/12/12 10:32,,4500,4500
Tibi Foods - VI,Africa/Lagos,2572770,success,delivery,23/08/05,23/12/12 11:48,23/12/12 11:51,23/12/12 12:09,23/12/12 11:59,23/12/12 12:05,,,3500,3500
Tibi Foods - VI,Africa/Lagos,2572980,success,delivery,23/08/05,23/12/12 11:57,23/12/12 12:05,23/12/12 12:16,23/12/12 12:22,23/12/12 12:30,23/12/12 12:49,,2700,2700
Tibi Foods - VI,Africa/Lagos,2573208,success,delivery,23/08/05,23/12/12 12:07,23/12/12 12:13,23/12/12 12:21,23/12/12 12:28,23/12/12 12:50,23/12/12 13:22,,5500,5500
Tibi Foods - VI,Africa/Lagos,2574877,success,delivery,23/08/05,23/12/12 13:06,23/12/12 13:15,,23/12/12 13:24,23/12/12 14:16,23/12/12 14:58,,5500,5500
Tibi Foods - VI,Africa/Lagos,2575602,success,delivery,23/08/05,23/12/12 13:29,23/12/12 13:36,23/12/12 13:47,23/12/12 14:22,23/12/12 14:22,23/12/12 14:36,,11100,11100
Tibi Foods - VI,Africa/Lagos,2575856,success,delivery,23/08/05,23/12/12 13:39,23/12/12 13:44,23/12/12 14:02,23/12/12 14:50,23/12/12 14:53,23/12/12 15:04,,4500,4500
Tibi Foods - VI,Africa/Lagos,2576944,success,delivery,23/08/05,23/12/12 14:16,23/12/12 14:20,23/12/12 14:28,23/12/12 14:46,23/12/12 15:00,23/12/12 15:04,,3700,3700
Tibi Foods - VI,Africa/Lagos,2578525,success,delivery,23/08/05,23/12/12 15:19,23/12/12 15:27,23/12/12 15:43,23/12/12 15:58,23/12/12 16:02,23/12/12 16:19,,4500,4500
Tibi Foods - VI,Africa/Lagos,2583614,success,delivery,23/08/05,23/12/12 19:32,23/12/12 19:39,,23/12/12 19:52,23/12/12 19:55,23/12/12 20:11,,2800,2800
Tibi Foods - VI,Africa/Lagos,2588101,success,delivery,23/08/05,23/12/13 11:39,23/12/13 11:42,,23/12/13 11:42,23/12/13 12:04,23/12/13 12:15,,4500,4500
Tibi Foods - VI,Africa/Lagos,2592148,success,delivery,23/08/05,23/12/13 13:59,23/12/13 14:01,,23/12/13 14:11,23/12/13 14:46,23/12/13 14:55,,8700,8700
Tibi Foods - VI,Africa/Lagos,2595343,success,delivery,23/08/05,23/12/13 16:07,23/12/13 16:07,,23/12/13 16:15,23/12/13 16:20,23/12/13 16:22,,6500,6500
Tibi Foods - VI,Africa/Lagos,2601641,success,delivery,23/08/05,23/12/14 9:08,23/12/14 9:13,23/12/14 9:29,23/12/14 9:51,23/12/14 10:00,23/12/14 10:07,,6200,6200
Tibi Foods - VI,Africa/Lagos,2602103,success,delivery,23/08/05,23/12/14 9:39,23/12/14 9:42,,23/12/14 9:56,23/12/14 10:01,23/12/14 10:08,,2700,2700
Tibi Foods - VI,Africa/Lagos,2606010,success,delivery,23/08/05,23/12/14 12:24,23/12/14 12:30,23/12/14 12:33,23/12/14 12:41,23/12/14 12:58,23/12/14 13:30,,4500,4500
Tibi Foods - VI,Africa/Lagos,2609548,success,delivery,23/08/05,23/12/14 13:18,23/12/14 13:20,23/12/14 13:38,23/12/14 13:39,23/12/14 14:16,23/12/14 14:28,,7300,7300
Tibi Foods - VI,Africa/Lagos,2615887,success,delivery,23/08/04,23/12/14 17:09,23/12/14 17:12,23/12/14 17:29,23/12/14 17:46,23/12/14 18:01,23/12/14 18:15,,6700,6700
Tibi Foods - VI,Africa/Lagos,2624140,success,delivery,23/08/04,23/12/15 12:02,23/12/15 12:03,23/12/15 12:07,23/12/15 12:05,23/12/15 12:14,23/12/15 12:35,,5000,5000
Tibi Foods - VI,Africa/Lagos,2625667,success,delivery,23/08/04,23/12/15 12:53,23/12/15 12:59,23/12/15 13:11,23/12/15 13:13,23/12/15 13:29,23/12/15 13:51,,6000,6000
Tibi Foods - VI,Africa/Lagos,2627680,success,delivery,23/08/04,23/12/15 13:59,23/12/15 14:04,,23/12/15 14:13,23/12/15 14:30,23/12/15 14:40,,4500,4500
Tibi Foods - VI,Africa/Lagos,2633316,success,delivery,23/08/04,23/12/15 17:37,23/12/15 17:39,23/12/15 18:13,23/12/15 17:54,23/12/15 17:57,,,4700,4700
